sourceModule,targetModule,edgeOccurrences,callerFunctions,calledFunctions
32-cooperative-missions.js,07-navigation-traffic-routes.js,3,completeCoopMissionLocal | coopSetWaypoint,buildRoutePoints | updateNavigation
32-cooperative-missions.js,11-render-materials-player-model.js,4,completeCoopMissionLocal | createCooperativeMissionWorld | prepareCoopMissionRuntime,applyAvatarCustomization | registerInteractable
32-cooperative-missions.js,13-houses-npcs-vehicles-base.js,5,completeCoopMissionLocal | coopSetWaypoint | createCooperativeMissionWorld | updateCoopMissions,createNPC | updateWaypointMarker
32-cooperative-missions.js,15-transit-bus-metro.js,1,resolveCoopMissionScene,serviceVehiclePools
32-cooperative-missions.js,16-emergency-services.js,12,completeCoopMissionLocal | coopNearbyParticipantCount | prepareCoopMissionRuntime | resolveCoopMissionScene | updateCoopMissions,ensureActiveFire | extinguishFireIncident | isDrivingServiceVehicle | releaseIncidentActorStates | releaseMissionServiceVehicle | reserveMissionServiceVehicle | resolveTrafficIncident | serviceMissionVehicle
32-cooperative-missions.js,18-water-fishing-boats.js,1,coopNearbyParticipantCount,startFishing
32-cooperative-missions.js,21-interactions-shop-social-races.js,2,prepareCoopMissionRuntime,equipJobUniform
32-cooperative-missions.js,27-npc-enemies-combat-camera-action.js,2,continueCoopMissionOffline | coopLocalRecord,publicPlayerName
32-cooperative-missions.js,30-pause-tests-public-api-bootstrap.js,142,completeCoopMissionLocal | continueCoopMissionOffline | coopActiveState | coopCurrentInstruction | coopLocalRecord | coopMissionBriefingMarkup | coopMissionProgressLabel | coopNearbyParticipantCount | createCooperativeMissionWorld | onCoopServiceVehicleBoarded | openCoopLobby | openCoopMissionCenter | prepareCoopMissionRuntime | resetCoopMissionNpcs | resolveCoopMissionScene | updateCoopFishingProgress | updateCoopMissions | updateCoopRaceProgress | updateCoopRaceVisuals,activeCoopMission | activeCoopRecord | coopEventSubjectId | coopHasEvent | coopIndividualCount | coopMedicalDestination | coopMissionTemplate | coopOwnParticipant | coopParticipants | coopProgress | coopRaceStandings | coopRaceTargetReached | coopRoleCapacity | coopRoleLabel | coopRoleTaken | coopUid | ensureCooperativeState
32-cooperative-missions.js,31-neighborhood-world-controller.js,13,coopNearbyParticipantCount | createCooperativeMissionWorld | onCoopServiceVehicleBoarded | openCoopLobby | openCoopMissionCenter | prepareCoopMissionRuntime | updateCoopMissions,coopCurrentTarget | coopNearestInvitableNpc | coopNearestSchool | coopSceneTarget | coopServiceKind
33-otthi-world-professional-core.js,02-state-save-cloud-account.js,1,openOtthiWorldCenter,saveState
33-otthi-world-professional-core.js,03-ui-modal-install-pwa.js,2,openOtthiWorldCenter,closeModal | openModal
33-otthi-world-professional-core.js,05-avatar-life-customization.js,1,openOtthiWorldCenter,openAvatarStudio
33-otthi-world-professional-core.js,09-responsive-ar-quality-diagnostics.js,2,applyOtthiWorldRuntimeSettings | improveSceneMeshMaterials,qualityTier
33-otthi-world-professional-core.js,11-render-materials-player-model.js,1,avatarV3Box,addVoxelOutline
33-otthi-world-professional-core.js,24-construction-system.js,1,openOtthiWorldCenter,openBuildMenu
33-otthi-world-professional-core.js,32-cooperative-missions.js,6,applyWorldAvatarV3 | improveSceneMeshMaterials | openOtthiWorldCenter | upgradeCoreMaterialsToWorldPbr,applyPbrPack | configureWorldTexture | ensureOtthiWorldState | ensureUv2
33-otthi-world-professional-core.js,36-modular-build-machines.js,2,openOtthiWorldCenter,openWorldHeroCenter | openWorldModularGarage
34-avatar-studio-professional-v3.js,00a-visual-foundation-avatar-v2.js,3,worldAvatarOptions,normalizeAvatarV2 | safeAvatarColor | updateAvatarV2LegacyChoice
34-avatar-studio-professional-v3.js,02-state-save-cloud-account.js,1,worldAvatarOptions,saveState
34-avatar-studio-professional-v3.js,03-ui-modal-install-pwa.js,5,worldAvatarOptions,closeModal | openModal | setFlag | toast
34-avatar-studio-professional-v3.js,04-education-daily-quiz.js,3,worldAvatarOptions,avatarChoiceGroup
34-avatar-studio-professional-v3.js,06-missions-profile-hud-inventory-tools.js,1,worldAvatarOptions,playerDisplayName
34-avatar-studio-professional-v3.js,09-responsive-ar-quality-diagnostics.js,2,createWorldAtmosphericDetails | createWorldInstancedDetails,qualityTier
34-avatar-studio-professional-v3.js,11-render-materials-player-model.js,15,createWorldLandmarks | enhanceWorldHouses | updateOtthiWorldEnvironment | worldAvatarOptions,applyAvatarCustomization | premiumBox | renderMat | sharedBoxGeometry
34-avatar-studio-professional-v3.js,12-world-resources-nature.js,3,createWorldLandmarks | enhanceWorldHouses,shadeColor | signTexture
34-avatar-studio-professional-v3.js,17-adventures-learning-world.js,1,worldDetailAllowed,waterAt
34-avatar-studio-professional-v3.js,25-render-init-resize-position-collision.js,1,createWorldMushroomCluster,groundHeightAt
34-avatar-studio-professional-v3.js,32-cooperative-missions.js,11,createOtthiWorldProfessionalLayer | createWorldAtmosphericDetails | createWorldInstancedDetails | createWorldMushroomCluster | worldAvatarOptions,ensureOtthiWorldState | loadWorldTexture
34-avatar-studio-professional-v3.js,33-otthi-world-professional-core.js,6,createOtthiWorldProfessionalLayer | createWorldMushroomCluster | worldAvatarOptions,applyOtthiWorldRuntimeSettings | applyWorldAvatarV3 | improveSceneMeshMaterials | upgradeCoreMaterialsToWorldPbr | worldAvatarMaterial | worldAvatarSafeChoice
35-world-render-pbr-environment.js,01-build-persistence.js,1,registerWorldBuildRecord,normalizeBuildRecord
35-world-render-pbr-environment.js,02-state-save-cloud-account.js,1,applyWorldVehicleModulesToGroup,saveState
35-world-render-pbr-environment.js,03-ui-modal-install-pwa.js,1,applyWorldVehicleModulesToGroup,toast
35-world-render-pbr-environment.js,11-render-materials-player-model.js,37,applyWorldVehicleModulesToGroup | registerWorldBuildRecord,addGlow | addVoxelOutline | premiumBox | premiumCylinder | registerCollider | registerPlatform
35-world-render-pbr-environment.js,13-houses-npcs-vehicles-base.js,1,applyWorldVehicleModulesToGroup,currentVehicleRef
35-world-render-pbr-environment.js,24-construction-system.js,1,registerWorldBuildRecord,buildRecordSignature
35-world-render-pbr-environment.js,25-render-init-resize-position-collision.js,1,registerWorldBuildRecord,groundHeightAt
35-world-render-pbr-environment.js,32-cooperative-missions.js,14,applyWorldVehicleModulesToGroup | registerWorldBuildRecord | worldVehicleModuleMaterial | worldVehicleParts,ensureOtthiWorldState | ensureUv2 | loadWorldTexture
35-world-render-pbr-environment.js,33-otthi-world-professional-core.js,2,registerWorldBuildRecord | removeWorldVehicleModules,disposeWorldAvatarObject | worldAvatarMaterial
36-modular-build-machines.js,00a-visual-foundation-avatar-v2.js,1,openWorldModularGarage,safeAvatarColor
36-modular-build-machines.js,02-state-save-cloud-account.js,9,activateWorldHeroPower | completeWorldHeroChallenge | openWorldHeroCenter | openWorldModularGarage | updateWorldHeroAdventure,addXP | saveState | syncCloudProgress
36-modular-build-machines.js,03-ui-modal-install-pwa.js,27,activateWorldHeroPower | completeWorldHeroChallenge | openWorldHeroCenter | openWorldModularGarage | startWorldHeroChallenge | updateWorldHeroAdventure | updateWorldHeroHud,addCoins | awardMedal | beep | closeModal | openModal | setFlag | toast | vibrate
36-modular-build-machines.js,09-responsive-ar-quality-diagnostics.js,1,activateWorldHeroPower,collectCrystal
36-modular-build-machines.js,11-render-materials-player-model.js,9,bootstrapOtthiWorldShell | createHeroPlatform | createWorldHeroAdventure | createWorldModularGarageInteractable,addGlow | applyAvatarCustomization | premiumBox | registerInteractable | registerPlatform
36-modular-build-machines.js,12-world-resources-nature.js,1,createWorldHeroAdventure,signTexture
36-modular-build-machines.js,13-houses-npcs-vehicles-base.js,4,bootstrapOtthiWorldShell | completeWorldHeroChallenge | openWorldModularGarage | startWorldHeroChallenge,updateWaypointMarker | vehicleById
36-modular-build-machines.js,18-water-fishing-boats.js,1,startWorldHeroChallenge,exitBoat
36-modular-build-machines.js,20-world-build-cloud-houses.js,1,startWorldHeroChallenge,exitHouse
36-modular-build-machines.js,22-careers-jobs-uniforms.js,1,activateWorldHeroPower,spawnDust
36-modular-build-machines.js,23-vehicle-effects-driving.js,1,startWorldHeroChallenge,exitVehicle
36-modular-build-machines.js,25-render-init-resize-position-collision.js,1,updateWorldHeroAdventure,groundHeightAt
36-modular-build-machines.js,27-npc-enemies-combat-camera-action.js,2,activateWorldHeroPower,damageEnemy
36-modular-build-machines.js,28-multiplayer-social-online.js,2,openWorldModularGarage,escapeHtml
36-modular-build-machines.js,32-cooperative-missions.js,9,bootstrapOtthiWorldShell | createHeroToken | openWorldModularGarage | updateWorldHeroHud | worldHeroState,ensureOtthiWorldState | loadWorldTexture
36-modular-build-machines.js,33-otthi-world-professional-core.js,6,bootstrapOtthiWorldShell | updateWorldHeroHud,applyOtthiWorldRuntimeSettings | applyWorldAvatarV3 | injectOtthiWorldButtons | otthiWorldDiagnostics | upgradeCoreMaterialsToWorldPbr
36-modular-build-machines.js,34-avatar-studio-professional-v3.js,2,bootstrapOtthiWorldShell | updateWorldHeroHud,createOtthiWorldProfessionalLayer
36-modular-build-machines.js,35-world-render-pbr-environment.js,10,bootstrapOtthiWorldShell | openWorldModularGarage,applyWorldVehicleModulesToGroup | worldVehicleParts
