type,name,module,line,snippet
function-declaration,gmGrantSummary,00a-visual-foundation-avatar-v2.js,126,
function-declaration,nearestRepairableVehicleV704,00a-visual-foundation-avatar-v2.js,137,
function-declaration,v702TextureMaterial,00a-visual-foundation-avatar-v2.js,139,
function-declaration,repairVehicleV704,00a-visual-foundation-avatar-v2.js,143,
function-declaration,gmNormalizeIncomingGrant,00a-visual-foundation-avatar-v2.js,156,
function-declaration,createV702GroundRecovery,00a-visual-foundation-avatar-v2.js,169,
function-declaration,towVehicleToWorkshopV704,00a-visual-foundation-avatar-v2.js,173,
function-declaration,openBrokenVehicleOptionsV704,00a-visual-foundation-avatar-v2.js,191,
function-declaration,gmWaitForStableAccountState,00a-visual-foundation-avatar-v2.js,192,
function-declaration,terrainVertexColor,00a-visual-foundation-avatar-v2.js,205,
function-declaration,createMountainTerrain,00a-visual-foundation-avatar-v2.js,211,
function-declaration,createVehicleRepairStationV704,00a-visual-foundation-avatar-v2.js,257,
function-declaration,createDesertBiome,00a-visual-foundation-avatar-v2.js,271,
function-declaration,createCourtV704,00a-visual-foundation-avatar-v2.js,274,
function-declaration,createLakeDepthLayers,00a-visual-foundation-avatar-v2.js,305,
function-declaration,openFootballV704,00a-visual-foundation-avatar-v2.js,313,
function-declaration,resetFootballBallV704,00a-visual-foundation-avatar-v2.js,333,
function-declaration,startFootballV704,00a-visual-foundation-avatar-v2.js,338,
function-declaration,farmPlotRecord,00a-visual-foundation-avatar-v2.js,360,
function-declaration,footballKickV704,00a-visual-foundation-avatar-v2.js,363,
function-declaration,cropStage,00a-visual-foundation-avatar-v2.js,365,
function-declaration,updateFootballV704,,368,
function-declaration,queueGMGrant,01-build-persistence.js,369,
function-declaration,updateFarmPlotVisual,01-build-persistence.js,370,
function-declaration,useFarmPlot,01-build-persistence.js,375,
function-declaration,gmStatus,01-build-persistence.js,384,
function-declaration,createFarmingSystem,01-build-persistence.js,395,
function-declaration,gmSetBusy,01-build-persistence.js,399,
function-declaration,gmUserName,01-build-persistence.js,404,
function-declaration,gmItemMeta,01-build-persistence.js,409,
function-declaration,gmInventoryKeys,01-build-persistence.js,414,
function-declaration,gmFormatDate,01-build-persistence.js,419,
function-declaration,gmRenderUserList,01-build-persistence.js,424,
function-declaration,useDigSite,01-build-persistence.js,425,
function-declaration,createDigSites,01-build-persistence.js,430,
top-level-arrow,defaultState,01-build-persistence.js,435,const defaultState = () => ({
function-declaration,v704UpdateScoreboard,01-build-persistence.js,448,
function-declaration,startCourtV704,01-build-persistence.js,453,
function-declaration,decorateThemedCitizen,01-build-persistence.js,455,
function-declaration,gmGrantHistoryMarkup,01-build-persistence.js,459,
function-declaration,courtHitV704,01-build-persistence.js,468,
function-declaration,resetCourtServeV704,01-build-persistence.js,473,
function-declaration,courtPointV704,01-build-persistence.js,478,
function-declaration,updateCourtV704,01-build-persistence.js,483,
function-declaration,gmRenderSelected,01-build-persistence.js,484,
function-declaration,createThemedCitizens,02-state-save-cloud-account.js,495,
function-declaration,createCameraPitchButtons,02-state-save-cloud-account.js,515,
function-declaration,initializeWorldEvolution,02-state-save-cloud-account.js,540,
function-declaration,createKartVehicleV704,02-state-save-cloud-account.js,543,
function-declaration,updateWorldEvolution,02-state-save-cloud-account.js,555,
function-declaration,createKartCircuitV704,02-state-save-cloud-account.js,583,
function-declaration,worldLayoutPoint,02-state-save-cloud-account.js,587,
function-declaration,worldLayoutRect,02-state-save-cloud-account.js,592,
function-declaration,worldLayoutStructure,02-state-save-cloud-account.js,597,
function-declaration,v704RectOverlap,02-state-save-cloud-account.js,601,
function-declaration,v704PointInRect,02-state-save-cloud-account.js,605,
function-declaration,v704RoadFootprint,02-state-save-cloud-account.js,609,
function-declaration,v704RoadAt,02-state-save-cloud-account.js,613,
function-declaration,safeAvatarId,02-state-save-cloud-account.js,616,
function-declaration,v704ZoneAt,02-state-save-cloud-account.js,617,
function-declaration,v704ConstructionAt,02-state-save-cloud-account.js,621,
function-declaration,v704ProtectedRectangles,02-state-save-cloud-account.js,625,
function-declaration,v704ReservedAt,02-state-save-cloud-account.js,629,
function-declaration,ensureGMPanel,02-state-save-cloud-account.js,631,
function-declaration,safeAvatarColor,02-state-save-cloud-account.js,632,
function-declaration,v704BuildAllowedAt,02-state-save-cloud-account.js,633,
function-declaration,startKartRaceV704,02-state-save-cloud-account.js,634,
function-declaration,v704NearestConstructionSlot,02-state-save-cloud-account.js,637,
function-declaration,v704PathRect,02-state-save-cloud-account.js,641,
function-declaration,v704StaticWorldAudit,02-state-save-cloud-account.js,645,
function-declaration,closeGMPanel,02-state-save-cloud-account.js,647,
function-declaration,safeLegacyAvatarChoice,02-state-save-cloud-account.js,648,
function-declaration,openGMAccessGate,02-state-save-cloud-account.js,655,
function-declaration,updateKartRaceV704,02-state-save-cloud-account.js,658,
function-declaration,defaultAvatarV2,02-state-save-cloud-account.js,664,
function-declaration,normalizeAvatarV2,02-state-save-cloud-account.js,676,
function-declaration,registerGMHiddenTrigger,02-state-save-cloud-account.js,691,
function-declaration,handleActiveSportActionV704,02-state-save-cloud-account.js,694,
function-declaration,stopSportV704,02-state-save-cloud-account.js,698,
function-declaration,v704ActualHouseRect,02-state-save-cloud-account.js,713,
function-declaration,v704RuntimeWorldAudit,02-state-save-cloud-account.js,717,
function-declaration,v704PublishSport,02-state-save-cloud-account.js,718,
function-declaration,updateWorldSportsV704,02-state-save-cloud-account.js,722,
function-declaration,updateAvatarV2LegacyChoice,02-state-save-cloud-account.js,756,
function-declaration,registerVisualAsset,03-ui-modal-install-pwa.js,787,
function-declaration,updateVisualAsset,03-ui-modal-install-pwa.js,795,
function-declaration,visualAssetStatus,03-ui-modal-install-pwa.js,798,
function-declaration,visualQualityProfile,03-ui-modal-install-pwa.js,809,
function-declaration,createManagedLOD,03-ui-modal-install-pwa.js,812,
function-declaration,applyVisualQualityBudget,03-ui-modal-install-pwa.js,832,
function-declaration,updateManagedVisualLODs,03-ui-modal-install-pwa.js,842,
function-declaration,outlineBelongsToPlayer,03-ui-modal-install-pwa.js,853,
function-declaration,updateManagedOutlineVisibility,03-ui-modal-install-pwa.js,861,
top-level-arrow,isStandalone,03-ui-modal-install-pwa.js,865,const isStandalone = () => window.matchMedia?.('(display-mode: standalone)').matches || navigator.standalone === true || safeLocalGet('otthos_installed') === '1';
function-declaration,visualFoundationDiagnostics,03-ui-modal-install-pwa.js,882,
function-declaration,createAvatarRigFoundation,03-ui-modal-install-pwa.js,909,
function-declaration,avatarFoundationDiagnostics,03-ui-modal-install-pwa.js,943,
function-declaration,stableBuildId,03-ui-modal-install-pwa.js,962,
function-declaration,normalizeBuildRecord,03-ui-modal-install-pwa.js,968,
function-declaration,normalizeBuildList,03-ui-modal-install-pwa.js,975,
function-declaration,normalizeBuildTombstones,03-ui-modal-install-pwa.js,984,
function-declaration,mergeBuildTombstones,03-ui-modal-install-pwa.js,993,
function-declaration,applyBuildTombstones,03-ui-modal-install-pwa.js,994,
function-declaration,mergeBuildCollections,03-ui-modal-install-pwa.js,998,
function-declaration,mergeEntityCollections,03-ui-modal-install-pwa.js,1001,
function-declaration,normalizeState,04-education-daily-quiz.js,1084,
function-declaration,loadState,04-education-daily-quiz.js,1145,
function-declaration,commitState,05-avatar-life-customization.js,1194,
function-declaration,saveState,05-avatar-life-customization.js,1211,
function-declaration,cloudProgressPayload,05-avatar-life-customization.js,1219,
function-declaration,syncCloudProgress,05-avatar-life-customization.js,1228,
function-declaration,mergeCloudProgress,05-avatar-life-customization.js,1232,
function-declaration,accountLinked,05-avatar-life-customization.js,1254,
function-declaration,accountPromptWasHandled,05-avatar-life-customization.js,1255,
function-declaration,accountStatusText,05-avatar-life-customization.js,1256,
function-declaration,syncGameAccount,05-avatar-life-customization.js,1273,
function-declaration,openAccountForm,06-missions-profile-hud-inventory-tools.js,1335,
function-declaration,openAccountCenter,06-missions-profile-hud-inventory-tools.js,1344,
function-declaration,addXP,06-missions-profile-hud-inventory-tools.js,1353,
function-declaration,openAccountLogoutGate,06-missions-profile-hud-inventory-tools.js,1354,
function-declaration,addCoins,06-missions-profile-hud-inventory-tools.js,1371,
function-declaration,addReputation,06-missions-profile-hud-inventory-tools.js,1375,
function-declaration,awardMedal,06-missions-profile-hud-inventory-tools.js,1379,
function-declaration,setFlag,06-missions-profile-hud-inventory-tools.js,1385,
function-declaration,showScreen,06-missions-profile-hud-inventory-tools.js,1392,
function-declaration,toast,06-missions-profile-hud-inventory-tools.js,1397,
function-declaration,vibrate,06-missions-profile-hud-inventory-tools.js,1403,
function-declaration,beep,06-missions-profile-hud-inventory-tools.js,1406,
function-declaration,openModal,06-missions-profile-hud-inventory-tools.js,1421,
function-declaration,closeModal,06-missions-profile-hud-inventory-tools.js,1436,
top-level-arrow,WORLD_MAP_ROADS,06-missions-profile-hud-inventory-tools.js,1451,const WORLD_MAP_ROADS=WORLD_LAYOUT_V704.roads.map(road=>({...road}));
top-level-arrow,NAV_BASE_NODES,06-missions-profile-hud-inventory-tools.js,1452,"const NAV_BASE_NODES=Object.fromEntries(Object.entries(WORLD_LAYOUT_V704.nodes).map(([id,point])=>[id,{...point}]));"
top-level-arrow,NAV_BASE_EDGES,06-missions-profile-hud-inventory-tools.js,1453,const NAV_BASE_EDGES=WORLD_LAYOUT_V704.edges.map(edge=>[...edge]);
function-declaration,confirmModal,06-missions-profile-hud-inventory-tools.js,1454,
function-declaration,updateInstallUI,07-navigation-traffic-routes.js,1468,
function-declaration,isOfficialOtthiGameAddress,07-navigation-traffic-routes.js,1516,
top-level-arrow,mapPointV704,07-navigation-traffic-routes.js,1552,"const mapPointV704=(id,navOffsetZ=0)=>{const p=worldLayoutPoint(id);return{x:p.x,z:p.z,navX:p.x,navZ:p.z+navOffsetZ};};"
function-declaration,localDateKey,08-map-parent-settings.js,1643,
function-declaration,daysBetween,08-map-parent-settings.js,1644,
function-declaration,ensureDailyChallenges,08-map-parent-settings.js,1645,
function-declaration,dailyDefinition,08-map-parent-settings.js,1646,
function-declaration,trackDaily,08-map-parent-settings.js,1647,
function-declaration,updateDailyBadge,08-map-parent-settings.js,1653,
function-declaration,claimDailyQuest,08-map-parent-settings.js,1654,
function-declaration,seeded,08-map-parent-settings.js,1668,
function-declaration,shuffled,08-map-parent-settings.js,1669,
function-declaration,choiceSet,08-map-parent-settings.js,1670,
function-declaration,mathRound,08-map-parent-settings.js,1671,
function-declaration,portugueseRound,08-map-parent-settings.js,1680,
function-declaration,englishRound,08-map-parent-settings.js,1689,
function-declaration,generateEducationRounds,08-map-parent-settings.js,1698,
function-declaration,subjectLevelRecord,08-map-parent-settings.js,1699,
function-declaration,subjectUnlocked,08-map-parent-settings.js,1700,
function-declaration,educationSummary,08-map-parent-settings.js,1701,
function-declaration,speakKidWord,08-map-parent-settings.js,1702,
function-declaration,dailyChallengesHtml,08-map-parent-settings.js,1703,
function-declaration,educationSubjectHtml,08-map-parent-settings.js,1704,
function-declaration,openEducationHub,08-map-parent-settings.js,1705,
function-declaration,openChallengeHub,08-map-parent-settings.js,1715,
function-declaration,openDailyChallenges,08-map-parent-settings.js,1716,
function-declaration,runEducationGame,08-map-parent-settings.js,1717,
function-declaration,startSoloEducationGame,08-map-parent-settings.js,1731,
function-declaration,finishSoloEducationGame,08-map-parent-settings.js,1732,
function-declaration,startCinematicEmote,08-map-parent-settings.js,1735,
function-declaration,triggerEmote,08-map-parent-settings.js,1738,
function-declaration,openQuiz,08-map-parent-settings.js,1749,
function-declaration,openCollection,08-map-parent-settings.js,1752,
function-declaration,effectiveAvatarUniform,08-map-parent-settings.js,1771,
function-declaration,avatarChoiceGroup,08-map-parent-settings.js,1779,
function-declaration,openAvatarStudio,08-map-parent-settings.js,1784,
function-declaration,openLifePanel,08-map-parent-settings.js,1794,
function-declaration,openMolds,09-responsive-ar-quality-diagnostics.js,1810,
function-declaration,openHow,09-responsive-ar-quality-diagnostics.js,1813,
top-level-arrow,toggleMission,09-responsive-ar-quality-diagnostics.js,1818,const toggleMission = () => openObjectivesPanel();
function-declaration,deriveMissionFlags,09-responsive-ar-quality-diagnostics.js,1912,
function-declaration,evaluateMissions,09-responsive-ar-quality-diagnostics.js,1924,
function-declaration,updateMissionHUD,09-responsive-ar-quality-diagnostics.js,1942,
function-declaration,objectiveStatusLabel,09-responsive-ar-quality-diagnostics.js,1963,
function-declaration,skillMasterySummary,09-responsive-ar-quality-diagnostics.js,1964,
function-declaration,pinChapter,09-responsive-ar-quality-diagnostics.js,1965,
function-declaration,openObjectivesPanel,09-responsive-ar-quality-diagnostics.js,1966,
function-declaration,sanitizePlayerName,09-responsive-ar-quality-diagnostics.js,1974,
function-declaration,hasValidPlayerName,09-responsive-ar-quality-diagnostics.js,1975,
function-declaration,playerDisplayName,09-responsive-ar-quality-diagnostics.js,1976,
function-declaration,playerText,09-responsive-ar-quality-diagnostics.js,1977,
function-declaration,updatePlayerNameUI,09-responsive-ar-quality-diagnostics.js,1978,
function-declaration,applyPlayerName,09-responsive-ar-quality-diagnostics.js,1979,
function-declaration,openPlayerNameModal,09-responsive-ar-quality-diagnostics.js,1980,
function-declaration,updateLobbyStats,09-responsive-ar-quality-diagnostics.js,1985,
function-declaration,updateHUD,09-responsive-ar-quality-diagnostics.js,1992,
function-declaration,openInventory,09-responsive-ar-quality-diagnostics.js,2007,
function-declaration,equippedTool,09-responsive-ar-quality-diagnostics.js,2022,
function-declaration,equipTool,09-responsive-ar-quality-diagnostics.js,2023,
function-declaration,openToolbelt,09-responsive-ar-quality-diagnostics.js,2026,
function-declaration,refreshEquippedToolVisual,09-responsive-ar-quality-diagnostics.js,2029,
function-declaration,playToolAnimation,09-responsive-ar-quality-diagnostics.js,2045,
function-declaration,routeLength,09-responsive-ar-quality-diagnostics.js,2050,
function-declaration,compactRoute,09-responsive-ar-quality-diagnostics.js,2051,
function-declaration,projectPointToSegment,09-responsive-ar-quality-diagnostics.js,2052,
function-declaration,navBlocked,09-responsive-ar-quality-diagnostics.js,2053,
function-declaration,segmentClear,09-responsive-ar-quality-diagnostics.js,2054,
function-declaration,nearestRoadProjection,09-responsive-ar-quality-diagnostics.js,2055,
function-declaration,pointOnRoad,09-responsive-ar-quality-diagnostics.js,2056,
function-declaration,projectPointToPolyline,09-responsive-ar-quality-diagnostics.js,2057,
function-declaration,snapTrafficToRoad,09-responsive-ar-quality-diagnostics.js,2062,
function-declaration,trafficActorList,09-responsive-ar-quality-diagnostics.js,2068,
top-level-arrow,skillButtons,10-player-skills.js,2078,"const skillButtons={miniDash:()=>els.miniBtn,superJump:()=>els.normalBtn,giantSlam:()=>els.giantBtn,stealth:()=>els.crouchBtn,magnetSpin:()=>els.spinBtn};"
function-declaration,trafficPriority,10-player-skills.js,2080,
function-declaration,trafficSpeedFactor,10-player-skills.js,2081,
function-declaration,captureTrafficPositions,10-player-skills.js,2091,
function-declaration,resolveTrafficOverlaps,10-player-skills.js,2092,
function-declaration,graphAdd,10-player-skills.js,2103,
function-declaration,graphShortest,10-player-skills.js,2104,
function-declaration,buildRoutePoints,10-player-skills.js,2105,
function-declaration,routeProgressInfo,10-player-skills.js,2117,
function-declaration,remainingRoute,10-player-skills.js,2118,
function-declaration,sampleRoute,10-player-skills.js,2119,
function-declaration,createRouteGuide,10-player-skills.js,2120,
function-declaration,updateRouteGuide,10-player-skills.js,2121,
function-declaration,miniPoint,10-player-skills.js,2122,
function-declaration,miniMapLogicalSize,10-player-skills.js,2123,
function-declaration,miniMapScale,10-player-skills.js,2124,
function-declaration,drawMiniMap,10-player-skills.js,2125,
function-declaration,updateNavigation,10-player-skills.js,2134,
function-declaration,routeSvgMarkup,10-player-skills.js,2135,
function-declaration,mapLocationDetails,11-render-materials-player-model.js,2201,
function-declaration,worldToMap,11-render-materials-player-model.js,2203,
function-declaration,missionMapLocations,11-render-materials-player-model.js,2205,
function-declaration,onlinePlayerMapLocations,11-render-materials-player-model.js,2217,
function-declaration,currentMapLocations,11-render-materials-player-model.js,2219,
function-declaration,mapDistance,11-render-materials-player-model.js,2220,
function-declaration,mapMarkerPlacements,11-render-materials-player-model.js,2222,
function-declaration,applyMapMarkerPlacements,11-render-materials-player-model.js,2258,
function-declaration,mapVisualNodes,11-render-materials-player-model.js,2267,
function-declaration,mapClusterSelectionMarkup,11-render-materials-player-model.js,2279,
function-declaration,mapSelectionMarkup,11-render-materials-player-model.js,2280,
function-declaration,setWaypoint,11-render-materials-player-model.js,2284,
function-declaration,clearWaypoint,11-render-materials-player-model.js,2289,
function-declaration,openMap,11-render-materials-player-model.js,2290,
function-declaration,refreshOpenMapAfterResize,11-render-materials-player-model.js,2307,
function-declaration,performLocalReset,11-render-materials-player-model.js,2310,
function-declaration,openFinalResetConfirmation,11-render-materials-player-model.js,2313,
function-declaration,formatPlayTime,11-render-materials-player-model.js,2319,
function-declaration,openParentGate,11-render-materials-player-model.js,2348,
function-declaration,openSettings,11-render-materials-player-model.js,2359,
function-declaration,syncMobilePanels,11-render-materials-player-model.js,2410,
function-declaration,otthiGameModelUrl,11-render-materials-player-model.js,2459,
function-declaration,androidSceneViewerUrl,11-render-materials-player-model.js,2463,
function-declaration,isAndroidDevice,11-render-materials-player-model.js,2473,
function-declaration,openAndroidSceneViewer,11-render-materials-player-model.js,2477,
function-declaration,detectStableAutoTier,12-world-resources-nature.js,2519,
function-declaration,vehiclePlayerMode,12-world-resources-nature.js,2539,
function-declaration,derivePlayerMode,12-world-resources-nature.js,2546,
function-declaration,auditPlayerMode,12-world-resources-nature.js,2557,
function-declaration,isOnFootMode,12-world-resources-nature.js,2573,
function-declaration,canEnterMobility,12-world-resources-nature.js,2574,
function-declaration,cameraRelativeVector,12-world-resources-nature.js,2579,
function-declaration,normalizeControlIntent,12-world-resources-nature.js,2584,
function-declaration,requestedQuality,12-world-resources-nature.js,2592,
function-declaration,qualityLabel,12-world-resources-nature.js,2593,
function-declaration,qualityTier,12-world-resources-nature.js,2594,
function-declaration,targetDpr,12-world-resources-nature.js,2595,
function-declaration,applyAdaptiveRenderSettings,12-world-resources-nature.js,2601,
function-declaration,samplePerformance,12-world-resources-nature.js,2611,
function-declaration,lockStableSceneVisibility,12-world-resources-nature.js,2631,
function-declaration,freezeWorldFrustumCulling,12-world-resources-nature.js,2638,
function-declaration,updateVisualLOD,12-world-resources-nature.js,2654,
function-declaration,pwaInstalled,12-world-resources-nature.js,2661,
function-declaration,activeVehicleCount,12-world-resources-nature.js,2662,
function-declaration,runtimeDiagnostics,12-world-resources-nature.js,2663,
function-declaration,ensureTechnicalPanel,12-world-resources-nature.js,2667,
function-declaration,refreshTechnicalPanel,12-world-resources-nature.js,2670,
function-declaration,toggleTechnicalPanel,12-world-resources-nature.js,2671,
function-declaration,initTechnicalPanel,12-world-resources-nature.js,2672,
function-declaration,playerScaleValue,12-world-resources-nature.js,2676,
function-declaration,skillReady,12-world-resources-nature.js,2679,
function-declaration,recordAdvancedSkill,12-world-resources-nature.js,2680,
function-declaration,collectCrystal,12-world-resources-nature.js,2686,
function-declaration,syncPlayerRootScale,12-world-resources-nature.js,2689,
function-declaration,setScaleMode,12-world-resources-nature.js,2699,
function-declaration,toggleCrouch,12-world-resources-nature.js,2719,
function-declaration,spinPlayer,12-world-resources-nature.js,2729,
function-declaration,updateAbilityUI,12-world-resources-nature.js,2736,
function-declaration,canvasTexture,13-houses-npcs-vehicles-base.js,2743,
function-declaration,professionalTexture,13-houses-npcs-vehicles-base.js,2780,
function-declaration,initMaterials,13-houses-npcs-vehicles-base.js,2788,
function-declaration,mat,13-houses-npcs-vehicles-base.js,2835,
function-declaration,geometryKey,13-houses-npcs-vehicles-base.js,2844,
function-declaration,sharedBoxGeometry,13-houses-npcs-vehicles-base.js,2845,
function-declaration,sharedCylinderGeometry,13-houses-npcs-vehicles-base.js,2851,
function-declaration,renderMat,13-houses-npcs-vehicles-base.js,2857,
function-declaration,tintedBrickMaterial,13-houses-npcs-vehicles-base.js,2864,
function-declaration,texturedRoofMaterial,13-houses-npcs-vehicles-base.js,2869,
function-declaration,visualCacheHasValue,13-houses-npcs-vehicles-base.js,2872,
function-declaration,visualCacheOwnsGeometry,13-houses-npcs-vehicles-base.js,2877,
function-declaration,visualCacheOwnsMaterial,13-houses-npcs-vehicles-base.js,2880,
function-declaration,visualCacheOwnsTexture,13-houses-npcs-vehicles-base.js,2883,
function-declaration,disposeDetachedVisual,13-houses-npcs-vehicles-base.js,2884,
function-declaration,addSoftHighlight,13-houses-npcs-vehicles-base.js,2904,
function-declaration,box,13-houses-npcs-vehicles-base.js,2909,
function-declaration,stabilizeSurface,13-houses-npcs-vehicles-base.js,2914,
function-declaration,stableBox,13-houses-npcs-vehicles-base.js,2915,
function-declaration,cylinder,13-houses-npcs-vehicles-base.js,2916,
function-declaration,addGlow,13-houses-npcs-vehicles-base.js,2921,
function-declaration,addVoxelOutline,13-houses-npcs-vehicles-base.js,2925,
function-declaration,premiumBox,13-houses-npcs-vehicles-base.js,2935,
function-declaration,premiumCylinder,13-houses-npcs-vehicles-base.js,2938,
function-declaration,makeWindow,13-houses-npcs-vehicles-base.js,2941,
function-declaration,makePlanter,13-houses-npcs-vehicles-base.js,2945,
function-declaration,createPlayerModel,13-houses-npcs-vehicles-base.js,2949,
function-declaration,loadFaithfulAthosModel,14-world-district-decoration.js,3012,
function-declaration,clearAvatarLayer,14-world-district-decoration.js,3018,
function-declaration,avatarPartLayer,14-world-district-decoration.js,3026,
function-declaration,addUniformPatch,14-world-district-decoration.js,3031,
function-declaration,addUniformLimb,14-world-district-decoration.js,3035,
function-declaration,uniformPalette,14-world-district-decoration.js,3038,
function-declaration,dressAnimatedAvatar,14-world-district-decoration.js,3051,
function-declaration,applyAvatarCustomization,14-world-district-decoration.js,3072,
function-declaration,registerCollider,15-transit-bus-metro.js,3103,
function-declaration,registerPlatform,15-transit-bus-metro.js,3104,
function-declaration,registerInteractable,15-transit-bus-metro.js,3105,
function-declaration,worldPos,15-transit-bus-metro.js,3106,
function-declaration,isInteractionAvailable,15-transit-bus-metro.js,3110,
function-declaration,ensureFlowerBatch,15-transit-bus-metro.js,3117,
function-declaration,createTree,15-transit-bus-metro.js,3131,
function-declaration,createRock,15-transit-bus-metro.js,3153,
function-declaration,createGoldFoundry,15-transit-bus-metro.js,3159,
function-declaration,createGoldMine,15-transit-bus-metro.js,3167,
function-declaration,createVillageWell,15-transit-bus-metro.js,3181,
function-declaration,drawWaterFromWell,15-transit-bus-metro.js,3190,
function-declaration,createFlower,15-transit-bus-metro.js,3195,
function-declaration,createLamp,15-transit-bus-metro.js,3205,
function-declaration,createSignpost,15-transit-bus-metro.js,3213,
function-declaration,createFenceLine,15-transit-bus-metro.js,3219,
function-declaration,createRoad,15-transit-bus-metro.js,3223,
function-declaration,createWater,15-transit-bus-metro.js,3241,
function-declaration,createLava,15-transit-bus-metro.js,3242,
function-declaration,createFurniture,15-transit-bus-metro.js,3244,
function-declaration,signTexture,15-transit-bus-metro.js,3306,
function-declaration,shadeColor,16-emergency-services.js,3337,
function-declaration,decorateHouseCommercial,16-emergency-services.js,3343,
function-declaration,createHouse,16-emergency-services.js,3360,
function-declaration,addHouseInterior,16-emergency-services.js,3387,
function-declaration,registerActivity,16-emergency-services.js,3435,
function-declaration,activityIcon,16-emergency-services.js,3439,
function-declaration,createNPC,16-emergency-services.js,3441,
function-declaration,createNpcMobility,16-emergency-services.js,3460,
function-declaration,createEnemy,16-emergency-services.js,3474,
function-declaration,createCrystal,16-emergency-services.js,3481,
function-declaration,createChest,16-emergency-services.js,3485,
function-declaration,createPlatform,16-emergency-services.js,3488,
function-declaration,vehicleById,16-emergency-services.js,3489,
function-declaration,currentVehicleRef,16-emergency-services.js,3490,
function-declaration,applyVehicleAppearance,16-emergency-services.js,3491,
function-declaration,persistParkedVehicle,,3496,
function-declaration,createToyCar,17-adventures-learning-world.js,3499,
function-declaration,createWaypointMarker,17-adventures-learning-world.js,3512,
function-declaration,updateWaypointMarker,17-adventures-learning-world.js,3518,
function-declaration,createAthleticsGym,17-adventures-learning-world.js,3523,
function-declaration,createSizeChallenges,17-adventures-learning-world.js,3527,
function-declaration,createSkyDome,17-adventures-learning-world.js,3540,
function-declaration,updateClouds,17-adventures-learning-world.js,3556,
function-declaration,createVoxelMushroom,18-water-fishing-boats.js,3561,
function-declaration,iconTexture,18-water-fishing-boats.js,3570,
function-declaration,createChallengeCube,18-water-fishing-boats.js,3573,
function-declaration,createPortalArch,18-water-fishing-boats.js,3574,
function-declaration,createPlayground,18-water-fishing-boats.js,3580,
function-declaration,createFountain,18-water-fishing-boats.js,3584,
function-declaration,createAwning,18-water-fishing-boats.js,3585,
function-declaration,createStreetTree,18-water-fishing-boats.js,3586,
function-declaration,createBackdropBuilding,18-water-fishing-boats.js,3594,
function-declaration,createFloatingIsland,18-water-fishing-boats.js,3605,
function-declaration,createCoinTrail,18-water-fishing-boats.js,3609,
function-declaration,createCommercialDistrict,18-water-fishing-boats.js,3612,
function-declaration,createDistrictVisuals,18-water-fishing-boats.js,3621,
function-declaration,compactBusPath,18-water-fishing-boats.js,3656,
function-declaration,projectedBusPoint,18-water-fishing-boats.js,3661,
function-declaration,offsetBusPath,18-water-fishing-boats.js,3662,
function-declaration,buildBusRoadPath,18-water-fishing-boats.js,3670,
function-declaration,busRoutePoints,18-water-fishing-boats.js,3684,
function-declaration,busNextStop,18-water-fishing-boats.js,3685,
function-declaration,nearestForwardBusSegment,18-water-fishing-boats.js,3686,
function-declaration,recoverBusRoute,18-water-fishing-boats.js,3691,
function-declaration,setBusState,18-water-fishing-boats.js,3695,
function-declaration,setBusWaiting,18-water-fishing-boats.js,3698,
function-declaration,clearBusWaiting,18-water-fishing-boats.js,3701,
function-declaration,restoreBusWaiting,18-water-fishing-boats.js,3702,
function-declaration,busStopRecord,18-water-fishing-boats.js,3703,
function-declaration,safeBusExitPoint,18-water-fishing-boats.js,3704,
function-declaration,createMetroEntrance,18-water-fishing-boats.js,3710,
function-declaration,ensureMetroOverlay,19-campfire-hunting-house-extensions.js,3719,
function-declaration,openMetroStation,19-campfire-hunting-house-extensions.js,3722,
function-declaration,rideMetroTo,19-campfire-hunting-house-extensions.js,3727,
function-declaration,ensureBusStop,19-campfire-hunting-house-extensions.js,3741,
function-declaration,busSpawnIndex,19-campfire-hunting-house-extensions.js,3745,
function-declaration,createBusModel,19-campfire-hunting-house-extensions.js,3748,
function-declaration,createTransitWorld,19-campfire-hunting-house-extensions.js,3771,
function-declaration,busAtStop,19-campfire-hunting-house-extensions.js,3772,
function-declaration,busEtaSeconds,19-campfire-hunting-house-extensions.js,3773,
function-declaration,validateBusCoverage,19-campfire-hunting-house-extensions.js,3774,
function-declaration,busDestinationsAfter,19-campfire-hunting-house-extensions.js,3775,
function-declaration,openBusArrivalOffer,19-campfire-hunting-house-extensions.js,3778,
function-declaration,offerBusAtStop,19-campfire-hunting-house-extensions.js,3788,
function-declaration,openBusStop,19-campfire-hunting-house-extensions.js,3795,
function-declaration,ensureTransitPanel,20-world-build-cloud-houses.js,3807,
function-declaration,updateTransitPanel,20-world-build-cloud-houses.js,3810,
function-declaration,enterBus,20-world-build-cloud-houses.js,3813,
function-declaration,exitBusAtStop,20-world-build-cloud-houses.js,3824,
function-declaration,updateTransitWorld,20-world-build-cloud-houses.js,3833,
function-declaration,decorateCityServices,20-world-build-cloud-houses.js,3879,
function-declaration,serviceKindForJob,20-world-build-cloud-houses.js,3900,
function-declaration,serviceVehiclePools,20-world-build-cloud-houses.js,3901,
function-declaration,serviceVehicleById,20-world-build-cloud-houses.js,3902,
function-declaration,currentServiceMissionJob,20-world-build-cloud-houses.js,3903,
function-declaration,serviceVehicleAvailable,20-world-build-cloud-houses.js,3904,
